Nome,Ultimo,%,Ora,Min,Max,Riferimento,,Link,SFDR
Ubs Bbg Msci Us Liquid Corp Sustainable Ucits Etf Heur Acc,,,,"15,303","15,303","15,31",,/borsa/etf/scheda/LU1215461325-XAMS.html?lang=it,Art. 8
Ubs Bbg Msci Us Liquid Corp Sustainable Ucits Etf Heur Acc,"15,32","-0,13",16:46:25,"15,31","15,32","15,31",,/borsa/etf/scheda/LU1215461325-ETFP.html?lang=it,Art. 8
Ubs Bbg Msci Us Liquid Corp Sustainable Ucits Etf Usd Acc,"18,208","-0,13",16:57:14,"18,208","18,208","18,206",,/borsa/etf/scheda/LU1215461168-ETFP.html?lang=it,Art. 8
Ubs Bbg Msci Us Liquid Corp Sustainable Ucits Etf Usd Dis,,,,,,"12,73",,/borsa/etf/scheda/LU1215461085-ETFP.html?lang=it,Art. 8
Ubs Bbg Msci Us Liquid Corp Sustainable Ucits Etf Usd Dis,,,,"12,755","12,755","12,729",,/borsa/etf/scheda/LU1215461085-XAMS.html?lang=it,Art. 8
Ubs Core Bbg Euro Area Liquid Corp Ucits Etf Eur Dis,"10,406","-0,12",14:49:45,"10,396","10,414","10,416",,/borsa/etf/scheda/LU1805389258-ETFP.html?lang=it,Art. 8
Ubs Eur Aaa Clo Ucits Etf Eur Acc,"10,28","+0,10",12:45:40,"10,28","10,28","10,27",,/borsa/etf/scheda/LU3028243122-ETFP.html?lang=it,Art. 8
Ubs Eur Ultra-Short Bond Screened Ucits Etf Eur Acc,"5,329","+0,04",13:30:07,"5,328","5,329","5,327",,/borsa/etf/scheda/IE000RW7V8Q4-ETFP.html?lang=it,Art. 8
Vaneck European Equal Weight Screened Ucits Etf,"92,09","-0,51",16:45:48,"91,50","92,38","92,04",,/borsa/etf/scheda/NL0010731816-XAMS.html?lang=it,Art. 8
Vaneck European Equal Weight Screened Ucits Etf,"92,03","-0,55",17:01:10,"91,46","92,39","92,04",,/borsa/etf/scheda/NL0010731816-ETFP.html?lang=it,Art. 8
Vaneck Global Real Estate  Ucits Etf,"39,965","-0,63",14:57:41,"39,965","40,165","40,25",,/borsa/etf/scheda/NL0009690239-ETFP.html?lang=it,Art. 8
Vaneck Global Real Estate Ucits Etf,"40,281","+0,25",17:35:15,"40,023","40,313","40,281",,/borsa/etf/scheda/NL0009690239-XAMS.html?lang=it,Art. 8
Vaneck Iboxx Eur Corporates Ucits Etf,"17,013","+0,03",17:35:06,"16,979","17,013","17,013",,/borsa/etf/scheda/NL0009690247-XAMS.html?lang=it,Art. 8
Vaneck Morningstar Developed Markets Dividend Leaders Ucits Etf,"52,213","-0,46",16:55:54,"52,213","52,496","52,178",,/borsa/etf/scheda/NL0011683594-XPAR.html?lang=it,Art. 8
Vaneck Morningstar Developed Markets Dividend Leaders Ucits Etf,"52,34","-0,15",17:35:02,"52,19","52,50","52,34",,/borsa/etf/scheda/NL0011683594-XAMS.html?lang=it,Art. 8
Vaneck Morningstar Developed Markets Dividend Leaders Ucits Etf,"52,33","-0,27",17:35:21,"52,19","52,50","52,33",,/borsa/etf/scheda/NL0011683594-ETFP.html?lang=it,Art. 8
Vaneck Morningstar Developed Markets Ex-Us Dividend Leaders Ucits Etf,,,,,,"16,844",,/borsa/etf/scheda/IE000QYDXKV5-ETFP.html?lang=it,Art. 8
Vaneck Morningstar Us Esg Wide Moat Ucits Etf,,,,"52,862","52,862","52,67",,/borsa/etf/scheda/IE00BQQP9H09-XPAR.html?lang=it,Art. 8
Vaneck Mstar Us Esg Wide Moat Ucits Etf,"52,75","-0,13",15:42:45,"52,75","52,89","52,66",,/borsa/etf/scheda/IE00BQQP9H09-ETFP.html?lang=it,Art. 8
Vaneck Multi-Asset Balanced Allocation Ucits Etf,"76,41","-0,21",17:35:19,"75,70","76,49","76,41",,/borsa/etf/scheda/NL0009272772-XAMS.html?lang=it,Art. 8
Vaneck Multi-Asset Conservative Allocation Ucits Etf,"64,81","+0,70",10:12:20,"64,42","64,82","64,41",,/borsa/etf/scheda/NL0009272764-XAMS.html?lang=it,Art. 8
Vaneck Multi-Asset Growth Allocation Ucits Etf,"89,60","-0,49",17:35:01,"89,55","89,60","89,60",,/borsa/etf/scheda/NL0009272780-XAMS.html?lang=it,Art. 8
Vaneck New China Ucits Etf,"14,446","-0,88",13:46:15,"14,446","14,446","14,434",,/borsa/etf/scheda/IE0000H445G8-ETFP.html?lang=it,Art. 8
Vaneck Semiconductor  Ucits Etf,"76,49","+3,95",17:35:22,"74,51","76,62","76,49",,/borsa/etf/scheda/IE00BMC38736-ETFP.html?lang=it,Art. 8
Vaneck Semiconductor Ucits Etf,"76,483","+3,99",17:35:17,"74,578","76,645","76,483",,/borsa/etf/scheda/IE00BMC38736-XPAR.html?lang=it,Art. 8
Vaneck Space Innovators Ucits Etf,"82,975","-3,92",17:26:18,"82,571","86,40","82,931",,/borsa/etf/scheda/IE000YU9K6K2-XPAR.html?lang=it,Art. 8
Vaneck Space Innovators Ucits Etf,"83,26","-4,03",17:35:00,"82,67","86,25","83,26",,/borsa/etf/scheda/IE000YU9K6K2-ETFP.html?lang=it,Art. 8
Vaneck Video Gaming And Esports Ucits Etf,"51,541","-1,21",17:35:16,"51,541","51,964","51,541",,/borsa/etf/scheda/IE00BYWQWR46-XPAR.html?lang=it,Art. 8
Vanguard Esg Global All Cap Ucits Etf (Usd) Accumulating,"6,973","-0,37",16:31:20,"6,959","6,995","6,995",,/borsa/etf/scheda/IE00BNG8L278-XAMS.html?lang=it,Art. 8
Vanguard Esg Global All Cap Ucits Etf (Usd) Distributing,"6,501","-0,23",16:54:34,"6,483","6,506","6,509",,/borsa/etf/scheda/IE00BNG8L385-XAMS.html?lang=it,Art. 8
Vanguard Esg Global All Cap Ucits Etf Ac,"7,00","+0,01",17:35:20,"6,966","7,00","7,00",,/borsa/etf/scheda/IE00BNG8L278-ETFP.html?lang=it,Art. 8
Vanguard Esg Global All Cap Ucits Etf D,"6,497","-0,32",16:20:25,"6,494","6,497","6,51",,/borsa/etf/scheda/IE00BNG8L385-ETFP.html?lang=it,Art. 8
Vanguard Esg Global Corporate Bond Ucits Etf Eur Hedged Accumulating,"4,8095","-0,04",16:58:45,"4,8005","4,8095","4,803",,/borsa/etf/scheda/IE00BNDS1P30-XAMS.html?lang=it,Art. 8
Vanguard Esg Global Corporate Bond Ucits Etf Eur Hedged Distributing,"4,033","-0,07",14:30:55,"4,023","4,033","4,0305",,/borsa/etf/scheda/IE00BNDS1Q47-XAMS.html?lang=it,Art. 8
Vanguard Esg North Am Allcap Ucits Etf A,"7,213","-0,22",09:04:24,"7,213","7,213","7,228",,/borsa/etf/scheda/IE000O58J820-ETFP.html?lang=it,Art. 8
Vanguard Esg North Am Allcap Ucits Etf D,"6,962","-0,13",09:04:22,"6,962","6,962","6,972",,/borsa/etf/scheda/IE000L2ZNB07-ETFP.html?lang=it,Art. 8
Vanguard Esg North America All Cap Ucits Etf (Usd) Accumulating,,,,"7,215","7,215","7,228",,/borsa/etf/scheda/IE000O58J820-XAMS.html?lang=it,Art. 8
Vanguard Esg North America All Cap Ucits Etf (Usd) Distributing,,,,"6,958","6,958","6,971",,/borsa/etf/scheda/IE000L2ZNB07-XAMS.html?lang=it,Art. 8
Wisdomtree Artif Intel Ucits Etf Usd Acc,"86,90","+1,01",17:35:23,"85,93","87,12","86,90",,/borsa/etf/scheda/IE00BDVPNG13-ETFP.html?lang=it,Art. 8
Wisdomtree Artificial Intelligence Ucits Etf - Usd Acc,"86,475","+0,45",12:25:33,"85,967","86,475","86,796",,/borsa/etf/scheda/IE00BDVPNG13-XPAR.html?lang=it,Art. 8
Wisdomtree At1 Coco Bond Ucits Etf - Usd,"77,34","+0,17",15:37:58,"77,09","77,34","77,19",,/borsa/etf/scheda/IE00BZ0XVF52-ETFP.html?lang=it,Art. 8
Wisdomtree At1 Coco Bond Ucits Etf Eur H Acc,"92,10","+0,52",16:13:14,"92,10","92,10","91,66",,/borsa/etf/scheda/IE00BFNNN343-ETFP.html?lang=it,Art. 8
Wisdomtree At1 Coco Bond Ucits Etf Eur-H,"84,35","-0,18",17:35:21,"84,30","84,50","84,35",,/borsa/etf/scheda/IE00BFNNN236-ETFP.html?lang=it,Art. 8
Wisdomtree Battery Solutions Ucits Etf,"48,54","+0,00",17:35:24,"48,37","49,195","48,54",,/borsa/etf/scheda/IE00BKLF1R75-ETFP.html?lang=it,Art. 8
Wisdomtree Battery Solutions Ucits Etf - Usd Acc,"49,20","+1,26",15:30:50,"48,979","49,20","48,468",,/borsa/etf/scheda/IE00BKLF1R75-XPAR.html?lang=it,Art. 8
Wisdomtree Biorevolution Ucits Etf Usd A,"17,18","-2,05",17:11:36,"17,154","17,18","17,128",,/borsa/etf/scheda/IE000O8KMPM1-ETFP.html?lang=it,Art. 8
Wisdomtree Blockchain Ucits Etf Usd Acc,"48,165","-2,83",16:43:15,"47,915","48,745","48,06",,/borsa/etf/scheda/IE000940RNE6-ETFP.html?lang=it,Art. 8
Wisdomtree Cloud Comput Ucits Etf Usd A,"22,30","+0,34",17:35:17,"22,23","22,56","22,30",,/borsa/etf/scheda/IE00BJGWQN72-ETFP.html?lang=it,Art. 8
Vaneck World Equal Weight Screened Ucits Etf,"39,00","-0,38",17:35:07,"38,88","39,23","39,00",,/borsa/etf/scheda/NL0010408704-XAMS.html?lang=it,Art. 8
Vaneck World Equal Weight Screened Ucits Etf,"38,99","-0,40",15:45:12,"38,93","39,17","38,99",,/borsa/etf/scheda/NL0010408704-ETFP.html?lang=it,Art. 8
Vanguard Esg Dev Asia Pa Ucits Etf Usd D,"7,81","-0,72",09:53:20,"7,81","7,81","7,807",,/borsa/etf/scheda/IE0008T6IUX0-ETFP.html?lang=it,Art. 8
Vanguard Esg Dev Asiapac Ucits Etf Usd A,"8,413","-0,73",16:57:12,"8,387","8,422","8,407",,/borsa/etf/scheda/IE000GOJO2A3-ETFP.html?lang=it,Art. 8
Vanguard Esg Dev Eu Allcap Ucits Etf Acc,"7,21","-0,36",16:00:02,"7,201","7,219","7,201",,/borsa/etf/scheda/IE000QUOSE01-ETFP.html?lang=it,Art. 8
Vanguard Esg Dev Eu Allcap Ucits Etf Dis,,,,,,"6,578",,/borsa/etf/scheda/IE000NRGX9M3-ETFP.html?lang=it,Art. 8
Vanguard Esg Developed Asia Pacific All Cap Ucits Etf (Usd) Accumulating,"8,397","-0,92",09:04:29,"8,397","8,397","8,414",,/borsa/etf/scheda/IE000GOJO2A3-XAMS.html?lang=it,Art. 8
Vanguard Esg Developed Asia Pacific All Cap Ucits Etf (Usd) Distributing,"7,801","-0,84",11:16:18,"7,799","7,804","7,812",,/borsa/etf/scheda/IE0008T6IUX0-XAMS.html?lang=it,Art. 8
Vanguard Esg Developed Europe All Cap Ucits Etf (Eur) Accumulating,,,,"7,209","7,209","7,201",,/borsa/etf/scheda/IE000QUOSE01-XAMS.html?lang=it,Art. 8
Vanguard Esg Developed Europe All Cap Ucits Etf (Eur) Distributing,,,,"6,584","6,584","6,58",,/borsa/etf/scheda/IE000NRGX9M3-XAMS.html?lang=it,Art. 8
Vanguard Esg Emerg Mark Ucits Etf Usd D,"7,298","+0,95",13:35:10,"7,263","7,298","7,308",,/borsa/etf/scheda/IE0001VXZTV7-XAMS.html?lang=it,Art. 8
Vanguard Esg Emerg Mark Ucits Etf Usd D,"7,279","+0,72",09:04:02,"7,279","7,279","7,309",,/borsa/etf/scheda/IE0001VXZTV7-ETFP.html?lang=it,Art. 8
Vanguard Esg Emerg Mark Ucits Etf Usd D,"7,85","+0,81",14:31:34,"7,823","7,85","7,871",,/borsa/etf/scheda/IE000KPJJWM6-XAMS.html?lang=it,Art. 8
Vanguard Esg Emerg Mark Ucits Etf Usd D,"7,851","+0,87",10:47:28,"7,851","7,851","7,872",,/borsa/etf/scheda/IE000KPJJWM6-ETFP.html?lang=it,Art. 8
Vanguard Esg Eur Corp Bond Ucits Etf A,"5,79","+0,02",13:29:50,"5,773","5,79","5,786",,/borsa/etf/scheda/IE000QADMYA3-ETFP.html?lang=it,Art. 8
Vanguard Esg Eur Corp Bond Ucits Etf D,,,,,,"5,136",,/borsa/etf/scheda/IE000F37PGZ3-ETFP.html?lang=it,Art. 8
Vanguard Esg Eur Corporate Bond Ucits Etf  (Eur) Accumulating,,,,"5,778","5,778","5,786",,/borsa/etf/scheda/IE000QADMYA3-XAMS.html?lang=it,Art. 8
Vanguard Esg Eur Corporate Bond Ucits Etf (Eur) Distributing,,,,"5,128","5,128","5,136",,/borsa/etf/scheda/IE000F37PGZ3-XAMS.html?lang=it,Art. 8
Vanguard Esg Gl Cor Bond Ucits Etf Hdg A,"4,8035","-0,16",13:52:51,"4,7965","4,811","4,8025",,/borsa/etf/scheda/IE00BNDS1P30-ETFP.html?lang=it,Art. 8
Vanguard Esg Gl Cor Bond Ucits Etf Hdg D,"4,028","-0,17",11:51:12,"4,028","4,03","4,0295",,/borsa/etf/scheda/IE00BNDS1Q47-ETFP.html?lang=it,Art. 8
Wisdomtree Cloud Computing Ucits Etf - Usd Acc,,,,"22,454","22,454","22,308",,/borsa/etf/scheda/IE00BJGWQN72-XPAR.html?lang=it,Art. 8
Wisdomtree Cybersecurity Ucits Etf,"21,19","-1,10",17:35:15,"21,19","21,505","21,19",,/borsa/etf/scheda/IE00BLPK3577-ETFP.html?lang=it,Art. 8
Wisdomtree Cybersecurity Ucits Etf - Usd Acc,"21,312","-0,69",17:35:28,"21,312","21,583","21,312",,/borsa/etf/scheda/IE00BLPK3577-XPAR.html?lang=it,Art. 8
Wisdomtree Emer Exstateown Ucits Etf,"26,705","+0,75",17:35:22,"26,68","26,705","26,705",,/borsa/etf/scheda/IE00BM9TSP27-ETFP.html?lang=it,Art. 8
Wisdomtree Emer Mkt Eq Inc Ucits Etf Acc,"29,935","-0,45",17:28:18,"29,895","30,045","29,98",,/borsa/etf/scheda/IE00BDF12W49-ETFP.html?lang=it,Art. 8
Wisdomtree Emer Mkt Eq Inc Ucits Etf Dis,"15,712","+0,05",17:24:26,"15,654","15,726","15,698",,/borsa/etf/scheda/IE00BQQ3Q067-ETFP.html?lang=it,Art. 8
Wisdomtree Emerg Smallcap Div Ucits Etf,"20,77","-0,81",17:27:47,"20,77","20,805","20,845",,/borsa/etf/scheda/IE00BQZJBM26-ETFP.html?lang=it,Art. 8
Wisdomtree Eu Smallcap Div Ucits Etf Acc,,,,,,"24,195",,/borsa/etf/scheda/IE00BDF16114-ETFP.html?lang=it,Art. 8
Wisdomtree Eu Smallcap Div Ucits Etf Dis,"21,25","-0,75",16:04:14,"21,16","21,335","21,215",,/borsa/etf/scheda/IE00BQZJC527-ETFP.html?lang=it,Art. 8
Wisdomtree Eur Equity Ucits Etf Usd Hedg,,,,,,"26,23",,/borsa/etf/scheda/IE00BVXBH163-ETFP.html?lang=it,Art. 8
Wisdomtree Euro Qual Div Grow Ucits Etf,"26,96","-0,22",17:35:19,"26,96","27,14","26,96",,/borsa/etf/scheda/IE00BZ56TQ67-ETFP.html?lang=it,Art. 8
Wisdomtree Europe Eq Incom Ucits Etf Acc,"26,64","-0,78",17:29:56,"26,64","26,85","26,72",,/borsa/etf/scheda/IE00BDF16007-ETFP.html?lang=it,Art. 8
Wisdomtree Europe Eq Incom Ucits Etf Dis,"15,896","-0,84",17:35:15,"15,89","15,986","15,896",,/borsa/etf/scheda/IE00BQZJBX31-ETFP.html?lang=it,Art. 8
Wisdomtree Europe Eq Ucits Etf Eur Acc,,,,,,"30,36",,/borsa/etf/scheda/IE00BYQCZX56-ETFP.html?lang=it,Art. 8
Wisdomtree Europe Infrastructure Ucits Etf - Eur Acc,"27,935","+0,14",17:25:48,"27,72","28,405","27,875",,/borsa/etf/scheda/IE000AFVONT7-ETFP.html?lang=it,Art. 8
Wisdomtree Europe Value Ucits Etf - Eur Acc,,,,,,"27,755",,/borsa/etf/scheda/IE0005HNE843-ETFP.html?lang=it,Art. 8
Wisdomtree Eurozone Efficient Core Ucits Etf - Eur Acc,,,,,,"26,705",,/borsa/etf/scheda/IE000OV4XWA3-ETFP.html?lang=it,Art. 8
Wisdomtree Eurozone Quality Dividend Growth Ucits Etf - Eur Acc,,,,"26,895","26,895","26,935",,/borsa/etf/scheda/IE00BZ56TQ67-XPAR.html?lang=it,Art. 8
Wisdomtree Glb Qual Div Grow Ucits Etf H,"21,13","-0,49",15:34:03,"21,13","21,225","21,10",,/borsa/etf/scheda/IE0007M3MLF3-ETFP.html?lang=it,Art. 8
Wisdomtree Glb Qual Div Growth Ucits Etf,"33,89","-0,32",15:26:58,"33,89","33,89","33,745",,/borsa/etf/scheda/IE00BZ56RN96-ETFP.html?lang=it,Art. 8
Wisdomtree Glob Qual Div Grow Ucits Etf,"40,035","-0,92",17:29:56,"40,02","40,31","40,075",,/borsa/etf/scheda/IE00BZ56SW52-ETFP.html?lang=it,Art. 8
Wisdomtree Global Efficient Core Ucits Etf A,"26,80","-0,45",17:17:00,"26,80","26,965","26,835",,/borsa/etf/scheda/IE00077IIPQ8-ETFP.html?lang=it,Art. 8
Wisdomtree Global Ex-Usa Quality Dividend Growth Ucits Etf - Eur Acc,"27,505","-0,29",17:35:08,"27,505","27,505","27,505",,/borsa/etf/scheda/IE000X7DRW38-ETFP.html?lang=it,Art. 8
Wisdomtree Global Quality Dividend Growth Ucits Etf - Usd (Inst),,,,"10.626,171","10.626,171","10.582,544",,/borsa/etf/scheda/IE00030Y2P41-XPAR.html?lang=it,Art. 8
Wisdomtree Global Quality Dividend Growth Ucits Etf - Usd Acc,,,,"40,258","40,258","40,093",,/borsa/etf/scheda/IE00BZ56SW52-XPAR.html?lang=it,Art. 8
Wisdomtree Global Value Ucits Etf - Usd Acc,"22,77","+0,02",12:45:17,"22,77","22,77","22,695",,/borsa/etf/scheda/IE000D1017N2-ETFP.html?lang=it,Art. 8
Wisdomtree Jap Eq Ucits Etf Eur Hed Acc,"49,82","-0,76",17:35:10,"49,68","50,20","49,82",,/borsa/etf/scheda/IE00BYQCZJ13-ETFP.html?lang=it,Art. 8
Wisdomtree Japan Equity Ucits Etf - Usd Acc,"34,465","-0,73",17:35:15,"34,345","34,65","34,465",,/borsa/etf/scheda/IE00BYQCZN58-ETFP.html?lang=it,Art. 8
Wisdomtree Jpn Equity Ucits Etf Usd Hedg,,,,,,"42,69",,/borsa/etf/scheda/IE00BVXC4854-ETFP.html?lang=it,Art. 8
Wisdomtree Megatrends Ucits Etf,"36,625","-0,33",17:35:00,"36,58","36,88","36,625",,/borsa/etf/scheda/IE0000902GT6-ETFP.html?lang=it,Art. 8
Wisdomtree New Econ Real Est Ucits Etf A,"27,355","-0,71",15:13:23,"27,32","27,355","27,07",,/borsa/etf/scheda/IE000MO2MB07-ETFP.html?lang=it,Art. 8
Wisdomtree New Econ Real Est Ucits Etf D,"25,285","-0,98",15:52:08,"25,285","25,285","25,22",,/borsa/etf/scheda/IE000X9TLGN8-ETFP.html?lang=it,Art. 8
Wisdomtree Strategic Metals And Rare Earths Miners Ucits Etf - Usd Acc,"55,10","-0,58",17:35:26,"54,78","56,18","55,10",,/borsa/etf/scheda/IE000KHX9DX6-ETFP.html?lang=it,Art. 8
Wisdomtree Strategic Metals Ucits Etf Usd Acc,"12,988","+0,15",16:09:46,"12,936","12,998","12,95",,/borsa/etf/scheda/IE0007UE04X9-ETFP.html?lang=it,Art. 8
Wisdomtree Us Efficient Core Ucits Etf,"34,855","+0,43",16:23:46,"34,855","35,00","34,905",,/borsa/etf/scheda/IE000KF370H3-ETFP.html?lang=it,Art. 8
Wisdomtree Us Eq In Ucits Etf Eu Hed Acc,,,,,,"26,735",,/borsa/etf/scheda/IE00BD6RZW23-ETFP.html?lang=it,Art. 8
Wisdomtree Us Equity Incom Ucits Etf Acc,"31,23","-0,21",10:31:43,"31,23","31,325","30,965",,/borsa/etf/scheda/IE00BD6RZT93-ETFP.html?lang=it,Art. 8
Wisdomtree Us Equity Incom Ucits Etf Dis,"24,795","-0,42",15:19:35,"24,775","24,86","24,595",,/borsa/etf/scheda/IE00BQZJBQ63-ETFP.html?lang=it,Art. 8
Wisdomtree Us Qual Div Grow Ucits Etf,,,,,,"47,35",,/borsa/etf/scheda/IE00BZ56RG20-ETFP.html?lang=it,Art. 8
Wisdomtree Us Qual Div Ucits Etf Eurh A,,,,,,"20,27",,/borsa/etf/scheda/IE000CXVOXQ1-ETFP.html?lang=it,Art. 8
Xtrackers Target Maturity Sept 2031 Eur Corporate Bond Ucits Etf A,"9,88","-0,23",11:10:44,"9,88","9,88","9,902",,/borsa/etf/scheda/LU2673523135-ETFP.html?lang=it,Art. 8
Xtrackers Target Maturity Sept 2032 Eur Corporate Bond Ucits Etf,,,,,,"35,06",,/borsa/etf/scheda/LU2809864452-ETFP.html?lang=it,Art. 8
Xtrackers Target Maturity Sept 2033 Eur Corporate Bond Ucits Etf A,,,,,,"9,50",,/borsa/etf/scheda/LU2673523051-ETFP.html?lang=it,Art. 8
Xtrackers Target Maturity Sept 2034 Eur Corporate Bond Ucits Etf,"34,55","-0,06",13:30:00,"34,485","34,55","34,54",,/borsa/etf/scheda/LU2809864619-ETFP.html?lang=it,Art. 8
Xtrackers Us Equity Enhanced Active Ucits Etf Usd Acc,,,,,,"31,82",,/borsa/etf/scheda/IE0002PGSLZ5-ETFP.html?lang=it,Art. 8
Xtrackers Usa Netzero Paris Ucits Etf,,,,,,"46,465",,/borsa/etf/scheda/IE0002ZM3JI1-ETFP.html?lang=it,Art. 8
Xtrackers Usd High Yield Corporate Bond Screened Ucits Etf,"33,095","+0,14",09:44:49,"33,09","33,095","32,97",,/borsa/etf/scheda/IE0006YM7D84-ETFP.html?lang=it,Art. 8
Xtrackers World Equity Enhanced Active Ucits Etf Usd Acc,"31,64","-0,16",15:25:16,"31,64","31,64","31,615",,/borsa/etf/scheda/IE00094GSCQ4-ETFP.html?lang=it,Art. 8
Xtrackers World Net Zero Paris Ucits Etf,,,,,,"54,01",,/borsa/etf/scheda/IE000UZCJS58-ETFP.html?lang=it,Art. 8
Yas Robotics Active Ucits Etf Usd,,,,,,"9,947",,/borsa/etf/scheda/LU3227156927-ETFP.html?lang=it,Art. 8
Yis 1-10 Year Emu Government Bond Ucits Etf Eur,,,,,,"9,97",,/borsa/etf/scheda/LU2976321161-ETFP.html?lang=it,Art. 8
Yis 1-3 Year Emu Government Bond Ucits Etf Eur,,,,,,"9,95",,/borsa/etf/scheda/LU2976320437-ETFP.html?lang=it,Art. 8
Yis 3-5 Year Emu Government Bond Ucits Etf Eur,,,,,,"9,878",,/borsa/etf/scheda/LU2976320601-ETFP.html?lang=it,Art. 8
Yis 5+ Year Emu Government Bond Ucits Etf Eur,,,,,,"9,808",,/borsa/etf/scheda/LU2976320866-ETFP.html?lang=it,Art. 8
Yis Emu Government Bond Ucits Etf Eur,,,,,,"9,998",,/borsa/etf/scheda/LU2976321328-ETFP.html?lang=it,Art. 8
Yis Msci Canada Universal Ucits Etf Eur,"11,442","-0,37",12:39:53,"11,442","11,442","11,44",,/borsa/etf/scheda/LU2976312418-ETFP.html?lang=it,Art. 8
Yis Msci Emu Universal Ucits Etf Eur Acc,,,,,,"11,28",,/borsa/etf/scheda/LU2976315601-ETFP.html?lang=it,Art. 8
Yis Msci Eur Hy Esg Select Corporate Bond Ucits Etf Eur,,,,,,"9,994",,/borsa/etf/scheda/LU3119988031-ETFP.html?lang=it,Art. 8
Yis Msci Eur Ig Esg Select Corporate Bond,,,,,,"9,964",,/borsa/etf/scheda/LU3119987140-ETFP.html?lang=it,Art. 8
Yis Msci Europe Selection Ucits Etf Eur Acc,,,,,,"11,45",,/borsa/etf/scheda/LU2976312335-ETFP.html?lang=it,Art. 8
Xtrackers Msci Emerging Esg Ucits Etf,"58,57","+0,86",16:43:08,"58,55","58,74","58,71",,/borsa/etf/scheda/IE00BG370F43-ETFP.html?lang=it,Art. 8
Xtrackers Msci Emu Esg Ucits Etf,"81,99","+0,15",15:11:48,"81,99","81,99","81,86",,/borsa/etf/scheda/IE00BNC1G699-ETFP.html?lang=it,Art. 8
Xtrackers Msci Emu Highdiv Esg Ucits Etf,"39,425","-0,39",16:04:12,"39,425","39,425","39,35",,/borsa/etf/scheda/IE000VCBWFL8-ETFP.html?lang=it,Art. 8
Xtrackers Msci Emu Screened Ucits Etf,"37,235","-0,85",10:38:13,"37,235","37,235","37,38",,/borsa/etf/scheda/IE00BDGN9Z19-ETFP.html?lang=it,Art. 8
Xtrackers Msci Europe Information Technology Screened Ucits Etf,,,,,,"92,97",,/borsa/etf/scheda/LU0292104469-ETFP.html?lang=it,Art. 8
Xtrackers Msci Europe Screened Ucits Etf,,,,,,"194,74",,/borsa/etf/scheda/LU0322253732-ETFP.html?lang=it,Art. 8
Xtrackers Msci Fintech Innovat Ucits Etf,"38,915","-0,33",15:45:53,"38,915","39,11","38,965",,/borsa/etf/scheda/IE000YDOORK7-ETFP.html?lang=it,Art. 8
Xtrackers Msci Geno Health Inn Ucits Etf,"27,55","-1,17",16:49:14,"27,52","27,80","27,495",,/borsa/etf/scheda/IE000KD0BZ68-ETFP.html?lang=it,Art. 8
Xtrackers Msci Gl Sdg 3 Health Ucits Etf,"30,02","+0,07",13:36:16,"29,725","30,02","29,60",,/borsa/etf/scheda/IE00036F4K40-ETFP.html?lang=it,Art. 8
Xtrackers Msci Global Circular Economy Ucits Etf,"37,03","+1,23",17:19:30,"37,03","37,03","36,97",,/borsa/etf/scheda/IE000Y6ZXZ48-ETFP.html?lang=it,Art. 8
Xtrackers Msci Global Clean Water & Sanitation Ucits Etf,"32,355","+0,00",10:50:23,"32,355","32,355","32,19",,/borsa/etf/scheda/IE0007WJ6B10-ETFP.html?lang=it,Art. 8
Xtrackers Msci Global Sdgs Ucits Etf,,,,,,"30,66",,/borsa/etf/scheda/IE000PSF3A70-ETFP.html?lang=it,Art. 8
Xtrackers Msci Innovation Ucits Etf,,,,,,"42,56",,/borsa/etf/scheda/IE0006FFX5U1-ETFP.html?lang=it,Art. 8
Xtrackers Msci Japan Esg Ucits Etf,"25,945","-0,75",16:15:46,"25,86","26,00","25,925",,/borsa/etf/scheda/IE00BG36TC12-ETFP.html?lang=it,Art. 8
Xtrackers Msci Japan Screened Ucits Etf,"40,185","-0,33",09:08:02,"40,185","40,19","40,04",,/borsa/etf/scheda/IE00BRB36B93-ETFP.html?lang=it,Art. 8
Xtrackers Msci Japan Screened Ucits Etf,"18,144","-0,44",17:35:09,"18,092","18,222","18,144",,/borsa/etf/scheda/IE00BPVLQD13-ETFP.html?lang=it,Art. 8
Xtrackers Msci Next Gen Net In Ucits Etf,"58,28","+1,08",17:35:14,"58,01","58,56","58,28",,/borsa/etf/scheda/IE000XOQ9TK4-ETFP.html?lang=it,Art. 8
Xtrackers Msci Pacific Ex Japan Screened Ucits Etf,"80,04","-0,92",17:35:10,"79,93","80,36","80,04",,/borsa/etf/scheda/LU0322252338-ETFP.html?lang=it,Art. 8
Xtrackers Msci Sdg11 Sust Cit Ucits Etf,,,,,,"33,13",,/borsa/etf/scheda/IE000V0GDVU7-ETFP.html?lang=it,Art. 8
Xtrackers Msci Sdg7 Cleanenerg Ucits Etf,"27,80","+0,69",12:19:12,"27,80","27,80","27,55",,/borsa/etf/scheda/IE000JZYIUN0-ETFP.html?lang=it,Art. 8
Xtrackers Global Infrastructure Esg Ucits Etf,"32,32","-0,05",17:35:22,"32,24","32,385","32,32",,/borsa/etf/scheda/IE00BYZNF849-ETFP.html?lang=it,Art. 8
Xtrackers Ha Msci Chinatech100 Ucits Etf,"31,44","-0,58",11:16:49,"31,44","31,54","31,44",,/borsa/etf/scheda/LU2376679564-ETFP.html?lang=it,Art. 8
