Nome,Ultimo,%,Ora,Min,Max,Riferimento,,Link
Amundi Euro Highest Rated Macro-Weighted Government Bond 3-5y Ucits Etf Acc,,,,"107,154","107,154","107,295",,/borsa/etf/scheda/LU1829219713-XPAR.html?lang=it
Amundi Euro Highest Rated Macro-Weighted Government Bond Ucits Etf Acc,,,,"125,65","125,65","125,96",,/borsa/etf/scheda/LU1287023342-XPAR.html?lang=it
Amundi Euro Inflation Expectations 2-10y Ucits Etf Acc,,,,"119,50","119,50","119,46",,/borsa/etf/scheda/LU1390062245-XPAR.html?lang=it
Amundi Euro Lowest Rated Ig Government Bond 1-3y Ucits Etf Acc,,,,"118,6448","118,6448","118,7115",,/borsa/etf/scheda/LU1681046345-XPAR.html?lang=it
Amundi Euro Lowest Rated Ig Government Bond 1-3y Ucits Etf Acc,,,,,,"118,71",,/borsa/etf/scheda/LU1681046345-ETFP.html?lang=it
Amundi Euro Lowest Rated Ig Government Bond Ucits Etf Acc,"231,89","-0,11",09:29:37,"231,79","231,89","232,14",,/borsa/etf/scheda/LU1681046774-ETFP.html?lang=it
Amundi Euro Lowest Rated Ig Government Bond Ucits Etf Acc,"231,6836","-0,27",09:04:14,"231,6836","231,6836","232,3108",,/borsa/etf/scheda/LU1681046774-XPAR.html?lang=it
Amundi Euro Lowest Rated Ig Government Bond Ucits Etf Dist,,,,"192,8544","192,8544","193,4434",,/borsa/etf/scheda/LU1681046857-XPAR.html?lang=it
Amundi Euro Stoxx 50 Daily (-1x) Inverse  Ucits Etf Acc,"7,223","+0,67",10:09:51,"7,201","7,224","7,175",,/borsa/etf/scheda/FR0010424135-XPAR.html?lang=it
Amundi Euro Stoxx 50 Daily (-2x) Inverse Ucits Etf Acc,"0,49","+1,41",10:14:53,"0,4873","0,49","0,4832",,/borsa/etf/scheda/FR0010424143-XPAR.html?lang=it
Amundi Euro Stoxx 50 Daily (2x) Leveraged Ucits Etf Acc,"73,31","-1,08",10:18:55,"73,24","73,86","74,11",,/borsa/etf/scheda/FR0010468983-XPAR.html?lang=it
Amundi Euro Stoxx 50 Ii Ucits Etf Acc,"65,89","-0,50",10:18:08,"65,88","66,10","66,22",,/borsa/etf/scheda/FR0007054358-XPAR.html?lang=it
Amundi Euro Stoxx 50 Ii Ucits Etf S - Acc,"5,539","-0,61",10:18:39,"5,539","5,559","5,573",,/borsa/etf/scheda/FR001400ZGP1-XPAR.html?lang=it
Amundi Euro Stoxx 50 Ii Ucits Etf-A,"65,89","-0,53",10:08:05,"65,89","66,03","66,24",,/borsa/etf/scheda/FR0007054358-ETFP.html?lang=it
Amundi Euro Stoxx Banks Ucits Etf Acc,"319,10","-1,65",10:15:16,"319,10","322,25","324,45",,/borsa/etf/scheda/LU1829219390-ETFP.html?lang=it
Amundi Euro Stoxx Banks Ucits Etf Acc,"319,945","-1,48",10:20:23,"318,718","322,217","324,751",,/borsa/etf/scheda/LU1829219390-XPAR.html?lang=it
Amundi European Strategic Autonomy Ucits Etf Acc,"5,511","-0,31",10:15:54,"5,51","5,522","5,528",,/borsa/etf/scheda/LU3180074463-XPAR.html?lang=it
Amundi Fix 27 Italy Btp Gov Ucits Etf D,"10,41","+0,04",09:51:49,"10,41","10,41","10,406",,/borsa/etf/scheda/LU2780872128-ETFP.html?lang=it
Amundi Fix 28 Eu Gov Broad Ucits Etf D,"10,384","+0,02",09:51:24,"10,384","10,384","10,382",,/borsa/etf/scheda/LU2780871401-ETFP.html?lang=it
Amundi Fix 28 Eu Gov Yield+ Ucits Etf D,,,,,,"10,416",,/borsa/etf/scheda/LU2780871666-ETFP.html?lang=it
Amundi Fixed Maturity 2026 Euro Government Bond Broad Ucits Etf Acc,"10,156","+0,04",09:13:22,"10,148","10,174","10,152",,/borsa/etf/scheda/LU2872291278-XPAR.html?lang=it
Amundi Fixed Maturity 2027 Euro Government Bond Broad Ucits Etf Acc,,,,"10,09","10,09","10,092",,/borsa/etf/scheda/LU2872291435-XPAR.html?lang=it
Amundi Fixed Maturity 2028 Euro Government Bond Broad Ucits Etf Acc,"10,06","-0,02",09:21:26,"10,054","10,06","10,062",,/borsa/etf/scheda/LU2780871310-XPAR.html?lang=it
Amundi Fixed Maturity 2029 Euro Government Bond Broad Ucits Etf Acc,"10,048","-0,06",09:21:27,"10,04","10,048","10,054",,/borsa/etf/scheda/LU2872291781-XPAR.html?lang=it
Amundi Fixed Maturity 2030 Euro Government Bond Broad Ucits Etf Acc,"9,955","-0,12",09:04:12,"9,955","9,955","9,967",,/borsa/etf/scheda/LU3120976132-XPAR.html?lang=it
Amundi Floating Rate Euro Corporate Esg Ucits Etf Dr - Eur (C),"111,96","+0,01",09:22:39,"111,95","111,9815","111,9507",,/borsa/etf/scheda/LU1681041114-XPAR.html?lang=it
Amundi Floating Rate Usd Corporate Esg Ucits Etf Dr - Usd (C),"55,954","-0,15",10:14:23,"55,954","56,0567","56,0355",,/borsa/etf/scheda/LU1681041031-XPAR.html?lang=it
Amundi Floating Rate Usd Corporate Esg Ucits Etf Dr - Usd (C),"136,1453","-0,05",09:13:09,"136,1453","136,4587","136,2138",,/borsa/etf/scheda/LU1681040900-XPMC.html?lang=it
Amundi Ftse Epra Eur Real Est Ucits Etf,,,,,,"340,65",,/borsa/etf/scheda/LU1681039480-ETFP.html?lang=it
Amundi Ftse Epra Europe Real Estate Ucits Etf - Eur,,,,"338,6362","338,6362","340,7391",,/borsa/etf/scheda/LU1681039480-XPAR.html?lang=it
Amundi Ftse Epra Europe Real Estate Ucits Etf - Eur (D),,,,"30,836","30,836","30,983",,/borsa/etf/scheda/LU1812091194-XPAR.html?lang=it
Amundi Ftse Epra Europe Real Estate Ucits Etf - Eur (D),,,,,,"30,985",,/borsa/etf/scheda/LU1812091194-ETFP.html?lang=it
Amundi Ftse Epra Nareit Global Ii Ucits Etf Dist,,,,,,"41,46",,/borsa/etf/scheda/LU1832418773-ETFP.html?lang=it
Amundi Ftse Epra Nareit Global Ii Ucits Etf Dist,,,,"41,268","41,268","41,485",,/borsa/etf/scheda/LU1832418773-XPAR.html?lang=it
Amundi Ftse Epra Nareit Global Ucits Etf Acc,"68,924","-0,32",09:17:03,"68,794","68,99","69,148",,/borsa/etf/scheda/LU1437018838-XPAR.html?lang=it
Amundi Ftse Epra Nareit Global Ucits Etf Acc,"68,94","-0,22",09:04:03,"68,94","68,94","69,09",,/borsa/etf/scheda/LU1437018838-ETFP.html?lang=it
Amundi Ftse Epra Nareit Global Ucits Etf Acc,"80,655","-0,38",09:49:57,"80,612","80,655","80,959",,/borsa/etf/scheda/LU1437018838-XAMC.html?lang=it
Amundi Ftse It Pmi Pir 2020 Ucits Etf-A,"229,25","-0,13",09:04:18,"229,25","229,25","229,55",,/borsa/etf/scheda/FR0011758085-ETFP.html?lang=it
Amundi Ftse Mib Daily (2x) Leveraged Ucits Etf,"22,50","-0,49",10:15:00,"22,50","22,75","22,61",,/borsa/etf/scheda/FR0010446658-ETFP.html?lang=it
Amundi Ftse Mib Dly -1x Inv Ucits Etf-A,"4,566","-0,02",09:55:12,"4,566","4,584","4,567",,/borsa/etf/scheda/FR0010446146-ETFP.html?lang=it
Amundi Ftse Mib Dly -2x Inv Ucits Etf-A,"0,1846","+0,76",10:15:07,"0,1834","0,1846","0,1832",,/borsa/etf/scheda/FR0010446666-ETFP.html?lang=it
Amundi Ftse Mib Ucits Etf Dist,"47,915","-0,07",10:02:23,"47,83","48,045","47,95",,/borsa/etf/scheda/FR0010010827-XPAR.html?lang=it
Amundi Ftse Mib Ucits Etf-A,"23,98","-0,12",09:30:16,"23,97","23,98","24,01",,/borsa/etf/scheda/FR0014002H76-ETFP.html?lang=it
Amundi Ftse Mib Ucits Etf-Dist,"47,82","-0,34",10:14:30,"47,81","48,055","47,985",,/borsa/etf/scheda/FR0010010827-ETFP.html?lang=it
Amundi German Bnd Dly-2x In Ucits Etf-A,,,,,,"44,775",,/borsa/etf/scheda/FR0010869578-ETFP.html?lang=it
Amundi German Bund Daily (-2x) Inverse Ucits Etf Acc,"45,028","+0,53",09:04:16,"45,028","45,028","44,789",,/borsa/etf/scheda/FR0010869578-XPAR.html?lang=it
Amundi Glbhgyld Crptbnd Esg $ Ucits Etf,,,,,,"21,275",,/borsa/etf/scheda/LU2099295466-ETFP.html?lang=it
Amundi Glbhgyld Crptbnd Esg € Ucits Etf,,,,,,"22,61",,/borsa/etf/scheda/LU2099296274-ETFP.html?lang=it
Amundi Glbl Agg Green Bond Ucits Etf A,,,,,,"48,865",,/borsa/etf/scheda/LU1563454310-ETFP.html?lang=it
Amundi Global Aggr Green Bnd Ucits Etf,,,,,,"8,124",,/borsa/etf/scheda/LU1563454401-ETFP.html?lang=it
Amundi Global Aggregate Bond Esg - Ucits Etf Dr (C),,,,,,"41,49",,/borsa/etf/scheda/LU2439734141-ETFP.html?lang=it
Amundi Global Aggregate Bond Esg Ucits Etf Dr (C),,,,"41,419","41,419","41,488",,/borsa/etf/scheda/LU2439734141-XPAR.html?lang=it
Amundi Global Aggregate Green Bond   Ucits Etf Acc,,,,"48,839","48,839","48,961",,/borsa/etf/scheda/LU1563454310-XPAR.html?lang=it
Amundi Global Aggregate Proceeds Bond 1-10y Ucits Etf Eur Hedged Acc,"21,115","-0,40",09:04:02,"21,115","21,115","21,20",,/borsa/etf/scheda/LU1981860072-ETFP.html?lang=it
Amundi Global Bioenergy Ucits Etf Eur Acc,"450,95","+0,55",10:18:37,"449,75","450,95","448,50",,/borsa/etf/scheda/LU1681046006-XPAR.html?lang=it
Amundi Global Bioenergy Ucits Etf Eur Acc,"451,30","+0,54",10:07:11,"449,78","451,30","448,87",,/borsa/etf/scheda/LU1681046006-ETFP.html?lang=it
Amundi Global Bioenergy Ucits Etf Usd Acc,"526,00","+0,08",09:41:48,"525,60","526,00","525,60",,/borsa/etf/scheda/LU1681046188-XPMC.html?lang=it
Amundi Global Corporate Bond 1-5y Esg - Ucits Etf Dr (C),,,,"63,413","63,413","63,479",,/borsa/etf/scheda/LU1525418726-XPMC.html?lang=it
Amundi Global Corporate Bond 1-5y Esg - Ucits Etf Dr (C),"54,16","-0,09",09:50:42,"54,16","54,21","54,21",,/borsa/etf/scheda/LU1525418726-ETFP.html?lang=it
Amundi Global Equity Quality Income  Ucits Etf Dist,,,,"153,40","153,40","154,36",,/borsa/etf/scheda/LU0832436512-XPAR.html?lang=it
Amundi Global Gender Equality,"17,244","-0,53",10:18:28,"17,236","17,244","17,336",,/borsa/etf/scheda/LU1691909508-XPAR.html?lang=it
Amundi Global Government Bond Ucits Etf Eur Hedged Dist,,,,,,"7,866",,/borsa/etf/scheda/LU2099289147-ETFP.html?lang=it
Amundi Global Hydrogen Ucits Etf - Acc,"748,90","-0,33",10:17:44,"747,60","749,10","751,40",,/borsa/etf/scheda/FR0010930644-XPAR.html?lang=it
Amundi Global Luxury Ucits Etf Eur Acc,"198,35","-0,70",10:05:25,"198,32","198,86","199,75",,/borsa/etf/scheda/LU1681048630-ETFP.html?lang=it
Amundi Global Luxury Ucits Etf Eur Acc,"198,54","-0,83",09:56:47,"198,3466","198,54","200,1957",,/borsa/etf/scheda/LU1681048630-XPAR.html?lang=it
Amundi Global Luxury Ucits Etf Usd Acc,"232,30","-0,78",10:05:30,"232,0897","232,30","234,1159",,/borsa/etf/scheda/LU1681048713-XPMC.html?lang=it
Amundi Ibex 35 Ucits Etf - Acc,"454,80","-0,90",10:10:53,"454,80","457,20","458,95",,/borsa/etf/scheda/FR0010655746-XPAR.html?lang=it
Amundi It Btp Gvrntbnd 1-3y Ucits Etf D,"104,35","-0,02",09:51:54,"104,29","104,35","104,37",,/borsa/etf/scheda/LU1598691050-ETFP.html?lang=it
Amundi Ita Btp Govmnt Bnd 10y Ucits Etf,"152,80","-0,16",09:49:46,"152,59","152,80","153,04",,/borsa/etf/scheda/LU1598691217-ETFP.html?lang=it
Amundi Italy Btp Daily (-2x) Inverse Ucits Etf Acc,"17,973","+0,81",09:04:23,"17,973","17,973","17,828",,/borsa/etf/scheda/FR0011023621-XPAR.html?lang=it
Amundi Italy Btp Dly -2x Inv Ucits Etf,"17,978","+0,78",09:10:56,"17,964","17,984","17,838",,/borsa/etf/scheda/FR0011023621-ETFP.html?lang=it
Amundi Italy Mib Esg Ucits Etf Acc,"115,14","-0,31",09:04:08,"115,14","115,14","115,50",,/borsa/etf/scheda/LU1681037518-ETFP.html?lang=it
Amundi Italy Mib Esg Ucits Etf Acc,"115,14","-0,31",09:04:45,"115,06","115,14","115,50",,/borsa/etf/scheda/LU1681037518-XPAR.html?lang=it
Amundi Japan Topix Ii Ucits Etf,,,,,,"306,20",,/borsa/etf/scheda/FR0011475078-ETFP.html?lang=it
Amundi Japan Topix Ii Ucits Etf,"196,62","-0,12",09:59:31,"196,51","196,65","196,85",,/borsa/etf/scheda/FR0010245514-ETFP.html?lang=it
Amundi Japan Topix Ii Ucits Etf Eur Dist,"196,54","-0,20",09:56:24,"196,29","196,54","196,93",,/borsa/etf/scheda/FR0010245514-XPAR.html?lang=it
Amundi Japan Topix Ii Ucits Etf Eur Hedged Dist,,,,"305,70","305,70","306,15",,/borsa/etf/scheda/FR0011475078-XPAR.html?lang=it
Amundi Japan Topix Ucits Etf - Daily Hedged Chf,,,,"142,4049","142,4049","142,7769",,/borsa/etf/scheda/LU1681038169-XPMC.html?lang=it
Amundi Japan Topix Ucits Etf - Daily Hedged Eur,"564,80","-0,40",09:36:55,"564,80","565,55","567,07",,/borsa/etf/scheda/LU1681037864-XPAR.html?lang=it
Amundi Japan Topix Ucits Etf - Daily Hedged Gbp,"170,8291","-0,16",09:09:30,"170,6871","170,8412","171,0972",,/borsa/etf/scheda/LU1681038086-XPMC.html?lang=it
Amundi Japan Topix Ucits Etf - Daily Hedged Usd,"190,1722","-0,15",09:09:30,"189,9864","190,1722","190,4619",,/borsa/etf/scheda/LU1681037948-XPMC.html?lang=it
Amundi Japan Topix Ucits Etf - Eur,"133,54","-0,24",10:20:00,"133,37","133,58","133,855",,/borsa/etf/scheda/LU1681037609-XPAR.html?lang=it
Amundi Japan Topix Ucits Etf - Jpy,"24.956,3168","-0,18",09:09:30,"24.933,5869","24.957,5731","25.000,3008",,/borsa/etf/scheda/LU1681037781-XPMC.html?lang=it
Amundi Jpn Topix Ucits Etf Daily Hed Eur,"566,10","-0,29",09:09:30,"566,10","566,10","567,75",,/borsa/etf/scheda/LU1681037864-ETFP.html?lang=it
Amundi Jpx-Nikkei 400 Ucits Etf - Daily Hedged Chf,,,,"190,0996","190,0996","190,4914",,/borsa/etf/scheda/LU1681047665-XPMC.html?lang=it
Amundi Jpx-Nikkei 400 Ucits Etf - Daily Hedged Eur,"422,2628","+0,00",09:04:04,"422,2628","422,2628","422,2628",,/borsa/etf/scheda/LU1681039134-XPAR.html?lang=it
Amundi Jpx-Nikkei 400 Ucits Etf - Daily Hedged Gbp,,,,"469,6704","469,6704","470,5653",,/borsa/etf/scheda/LU1681039308-XPMC.html?lang=it
Amundi Jpx-Nikkei 400 Ucits Etf - Daily Hedged Usd,,,,"508,9257","508,9257","509,934",,/borsa/etf/scheda/LU1681039217-XPMC.html?lang=it
Amundi Jpx-Nikkei 400 Ucits Etf - Eur,"227,10","-0,01",09:04:29,"227,10","227,2233","227,1289",,/borsa/etf/scheda/LU1681038912-XPAR.html?lang=it
Amundi Jpx-Nikkei 400 Ucits Etf - Jpy,,,,"42.364,6166","42.364,6166","42.449,1783",,/borsa/etf/scheda/LU1681039050-XPMC.html?lang=it
Amundi Label Isr Actions Europe Ucits Etf Acc,"12,106","-0,46",10:09:59,"12,082","12,12","12,162",,/borsa/etf/scheda/FR001400SDI8-XPAR.html?lang=it
Amundi Label Isr Actions Japon Ucits Etf Acc,,,,"12,135","12,135","12,179",,/borsa/etf/scheda/FR001400SDJ6-XPAR.html?lang=it
Amundi Label Isr Actions Japon Ucits Etf Eur Hedged Acc,"14,533","-0,12",10:13:42,"14,502","14,533","14,551",,/borsa/etf/scheda/FR001400SDK4-XPAR.html?lang=it
Amundi Label Isr Actions Marchés Emergents Ucits Etf Acc,"6,696","-0,95",10:10:06,"6,691","6,70","6,76",,/borsa/etf/scheda/FR001400SDL2-XPAR.html?lang=it
Amundi Label Isr Actions Monde Ucits Etf Acc,"11,171","-0,29",09:04:05,"11,171","11,171","11,203",,/borsa/etf/scheda/FR001400SDM0-XPAR.html?lang=it
Amundi Label Isr Actions Usa Ucits Etf Acc,,,,"10,887","10,887","10,922",,/borsa/etf/scheda/FR001400SDN8-XPAR.html?lang=it
Amundi Label Isr Actions Usa Ucits Etf Eur Hedged Acc,,,,"11,669","11,669","11,717",,/borsa/etf/scheda/FR001400SDO6-XPAR.html?lang=it
Amundi Label Isr Credit Eur Ucits Etf Acc,,,,"10,276","10,276","10,29",,/borsa/etf/scheda/FR001400SDP3-XPAR.html?lang=it
Amundi Label Isr Credit Usd Ucits Etf Acc,,,,"9,595","9,595","9,597",,/borsa/etf/scheda/FR001400SDQ1-XPAR.html?lang=it
Amundi Label Isr Credit Usd Ucits Etf Eur Hedged Acc,,,,"10,334","10,334","10,346",,/borsa/etf/scheda/FR001400SQV3-XPAR.html?lang=it
Amundi Levdax Daily (2x) Leveraged Ucits Etf Acc,"242,40","-0,84",10:08:05,"242,00","243,45","244,45",,/borsa/etf/scheda/LU0252634307-XPAR.html?lang=it
Amundi Lifecycle 2030 Ucits Etf Acc,,,,"10,399","10,399","10,413",,/borsa/etf/scheda/LU2872291948-XPAR.html?lang=it
Amundi Lifecycle 2033 Ucits Etf Acc,,,,"10,487","10,487","10,506",,/borsa/etf/scheda/LU2872292086-XPAR.html?lang=it
Amundi Lifecycle 2036 Ucits Etf Acc,"10,593","+0,02",09:04:56,"10,572","10,593","10,591",,/borsa/etf/scheda/LU2872292169-XPAR.html?lang=it
Amundi Lifecycle 2039 Ucits Etf Acc,"10,726","+0,12",09:22:29,"10,726","10,727","10,713",,/borsa/etf/scheda/LU2872292243-XPAR.html?lang=it
Amundi Mdax Ucits Etf Dist,,,,"146,30","146,30","146,94",,/borsa/etf/scheda/FR0011857234-XPAR.html?lang=it
Amundi Msci Ac Asia Ex Japan Ucits Etf,,,,,,"182,12",,/borsa/etf/scheda/LU1900068161-ETFP.html?lang=it
Amundi Msci Ac Asia Ex Japan Ucits Etf Acc,,,,"180,397","180,397","182,408",,/borsa/etf/scheda/LU1900068161-XPAR.html?lang=it
Amundi Msci Ac Asia Pacific Ex Japan Ucits Etf Acc,"90,99","-0,97",09:37:24,"90,99","91,05","91,884",,/borsa/etf/scheda/LU1900068328-XPAR.html?lang=it
Amundi Msci All Country World Ucits Etf Eur Acc,"558,092","-0,19",09:46:25,"557,633","558,159","559,172",,/borsa/etf/scheda/LU1829220216-XPAR.html?lang=it
Amundi Msci Brazil Ucits Etf Acc,"27,821","-0,74",10:08:27,"27,75","27,855","28,029",,/borsa/etf/scheda/LU1900066207-XPAR.html?lang=it
Amundi Msci Brazil Ucits Etf Acc,"27,805","-0,34",09:08:41,"27,75","27,845","27,90",,/borsa/etf/scheda/LU1900066207-ETFP.html?lang=it
Amundi Msci China A Ucits Etf Acc,"170,73","-0,41",10:03:02,"170,73","171,18","171,44",,/borsa/etf/scheda/FR0011720911-XPAR.html?lang=it
Amundi Msci China A Ucits Etf-Acc,"171,10","-0,04",09:58:37,"170,86","171,10","171,17",,/borsa/etf/scheda/FR0011720911-ETFP.html?lang=it
Amundi Msci China Esg Selection - Ucits Etf Dr (C),,,,"33,408","33,408","33,931",,/borsa/etf/scheda/LU2343997487-XPAR.html?lang=it
Amundi Msci China Esg Selection Extra Ucits Etf Acc,"104,00","-1,36",09:52:06,"104,00","104,05","105,43",,/borsa/etf/scheda/LU1900068914-ETFP.html?lang=it
Amundi Msci China Esg Selection Extra Ucits Etf Acc,"103,90","-1,43",09:55:54,"103,90","104,036","105,403",,/borsa/etf/scheda/LU1900068914-XPAR.html?lang=it
Amundi Msci China Esg Selection Extra Ucits Etf Dist,"23,955","-1,24",09:30:04,"23,95","23,955","24,255",,/borsa/etf/scheda/LU1900067940-ETFP.html?lang=it
Amundi Msci China Tech Ucits Etf Eur,"294,15","-1,29",10:18:19,"293,90","294,85","298,00",,/borsa/etf/scheda/LU1681043912-XPAR.html?lang=it
Amundi Msci China Tech Ucits Etf Eur,"294,64","-1,06",09:41:29,"294,64","294,67","297,81",,/borsa/etf/scheda/LU1681043912-ETFP.html?lang=it
Amundi Msci China Tech Ucits Etf Usd,,,,"344,40","344,40","349,50",,/borsa/etf/scheda/LU1681044050-XPMC.html?lang=it
Amundi Msci China Ucits Etf Acc,"18,751","-1,51",10:19:58,"18,749","18,794","19,038",,/borsa/etf/scheda/LU1841731745-XPAR.html?lang=it
Amundi Msci China Ucits Etf Acc,"18,766","-1,50",09:58:05,"18,758","18,794","19,052",,/borsa/etf/scheda/LU1841731745-ETFP.html?lang=it
Amundi Msci Digital Economy Ucits Etf Acc,"17,52","-0,09",09:15:56,"17,52","17,52","17,536",,/borsa/etf/scheda/LU2023678878-ETFP.html?lang=it
Amundi Msci Digital Economy Ucits Etf Acc,,,,"17,488","17,488","17,571",,/borsa/etf/scheda/LU2023678878-XPAR.html?lang=it
Amundi Msci Disruptive Technology Ucits Etf Acc,,,,,,"16,498",,/borsa/etf/scheda/LU2023678282-ETFP.html?lang=it
Amundi Msci Disruptive Technology Ucits Etf Acc,"16,47","-1,12",09:04:18,"16,47","16,47","16,656",,/borsa/etf/scheda/LU2023678282-XPAR.html?lang=it
Amundi Msci East Eur Ex Ru Ucits Etf,"42,00","-1,19",10:01:23,"42,00","42,26","42,505",,/borsa/etf/scheda/LU1900066462-ETFP.html?lang=it
Amundi Msci Eastern Europe Ex Russia Ucits Etf Acc,"41,88","-1,44",10:09:10,"41,88","42,105","42,49",,/borsa/etf/scheda/LU1900066462-XPAR.html?lang=it
Amundi Msci Em Asia Esg Broad Transition Ucits Etf Acc,"15,066","-0,84",10:07:53,"15,066","15,066","15,194",,/borsa/etf/scheda/LU1781541849-ETFP.html?lang=it
Amundi Msci Em Asia Ucits Etf - Eur,"52,07","-1,01",10:11:21,"52,07","52,18","52,60",,/borsa/etf/scheda/LU1681044480-ETFP.html?lang=it
Amundi Msci Em Asia Ucits Etf - Eur,"52,1409","-0,96",10:20:07,"52,0685","52,1839","52,6443",,/borsa/etf/scheda/LU1681044480-XPAR.html?lang=it
Amundi Msci Em Asia Ucits Etf - Usd,,,,"61,0294","61,0294","61,678",,/borsa/etf/scheda/LU1681044563-XPMC.html?lang=it
Amundi Msci Em Latin America Ucits Etf - Eur,"22,0004","-0,75",10:15:55,"21,9796","22,0411","22,167",,/borsa/etf/scheda/LU1681045024-XPAR.html?lang=it
Amundi Msci Em Latin America Ucits Etf - Usd,"25,8872","-0,25",09:27:29,"25,75","25,8872","25,9518",,/borsa/etf/scheda/LU1681045297-XPMC.html?lang=it
Amundi Msci Emerging Ex China Esg Selection Ucits Etf Dr (C),"53,088","-1,17",09:13:37,"52,981","53,088","53,715",,/borsa/etf/scheda/LU2345046655-XPAR.html?lang=it
Amundi Msci Emerging Ex China Ucits Etf Acc,"36,24","-0,70",09:15:00,"36,202","36,24","36,496",,/borsa/etf/scheda/LU2009202107-XPAR.html?lang=it
Amundi Msci Emerging Markets Esg Broad Transition - Ucits Etf Dr (C),"69,53","-0,84",09:56:40,"69,495","69,53","70,121",,/borsa/etf/scheda/LU2109787049-XPAR.html?lang=it
Amundi Msci Emerging Markets Esg Broad Transition - Ucits Etf Dr (C),"69,44","-0,97",09:21:09,"69,44","69,44","70,12",,/borsa/etf/scheda/LU2109787049-ETFP.html?lang=it
Amundi Msci Emerging Markets Esg Selection - Ucits Etf Dr (C),"68,47","-1,08",09:45:58,"68,35","68,47","69,22",,/borsa/etf/scheda/LU2109787551-ETFP.html?lang=it
Amundi Msci Emerging Markets Sri Climate Paris Aligned - Ucits Etf Dr (C),"65,419","-1,40",09:04:18,"65,419","65,419","66,351",,/borsa/etf/scheda/LU1861138961-XPAR.html?lang=it
Amundi Msci Emerging Markets Sri Climate Paris Aligned - Ucits Etf Dr (C),"65,66","-1,05",09:04:09,"65,66","65,66","66,36",,/borsa/etf/scheda/LU1861138961-ETFP.html?lang=it
Amundi Msci Emerging Markets Swap Ii Ucits Etf Eur Acc,"17,33","-0,91",10:05:38,"17,316","17,33","17,49",,/borsa/etf/scheda/FR0010429068-ETFP.html?lang=it
Amundi Msci Emerging Markets Swap Ii Ucits Etf Eur Acc,"17,32","-0,98",09:39:03,"17,32","17,345","17,491",,/borsa/etf/scheda/FR0010429068-XPAR.html?lang=it
Amundi Msci Emerging Markets Swap Ucits Etf Eur Acc,"7,05","-1,04",10:08:45,"7,05","7,0619","7,124",,/borsa/etf/scheda/LU1681045370-XPAR.html?lang=it
Amundi Msci Emerging Markets Swap Ucits Etf Eur Acc,"7,053","-0,90",10:20:00,"7,05","7,065","7,117",,/borsa/etf/scheda/LU1681045370-ETFP.html?lang=it
Amundi Msci Emerging Markets Swap Ucits Etf Usd Acc,"8,2589","-1,01",10:02:27,"8,2469","8,2589","8,3431",,/borsa/etf/scheda/LU1681045453-XPMC.html?lang=it
Amundi Msci Emrgng Ex China Ucits Etf A,"36,22","-1,00",10:06:41,"36,22","36,30","36,585",,/borsa/etf/scheda/LU2009202107-ETFP.html?lang=it
Amundi Msci Emu Climate Paris Aligned Ucits Etf Acc,"87,31","-0,39",10:05:33,"87,26","87,31","87,65",,/borsa/etf/scheda/LU2182388582-XPAR.html?lang=it
Amundi Msci Emu Esg Broad Transition  Ucits Etf Dist,"233,15","-0,60",10:19:24,"233,10","233,80","234,55",,/borsa/etf/scheda/LU0908501132-ETFP.html?lang=it
Amundi Msci Emu Esg Broad Transition Ucits Etf Acc,"340,70","-0,57",10:10:53,"340,70","341,55","342,65",,/borsa/etf/scheda/LU0908501058-XPAR.html?lang=it
Amundi Msci Emu Esg Selection - Ucits Etf Dr - Eur (C),,,,,,"371,10",,/borsa/etf/scheda/LU1602144575-ETFP.html?lang=it
Amundi Msci Emu Esg Selection - Ucits Etf Dr - Eur (C),"373,40","+0,66",10:19:27,"372,95","373,90","370,95",,/borsa/etf/scheda/LU1602144575-XPAR.html?lang=it
Amundi Msci Emu Esg Selection - Ucits Etf Dr - Eur (D),,,,"75,645","75,645","75,32",,/borsa/etf/scheda/LU2059756325-XPAR.html?lang=it
Amundi Msci Emu High Dividend Ucits Etf Acc,"200,95","-0,20",10:11:53,"200,85","201,40","201,35",,/borsa/etf/scheda/FR0010717090-XPAR.html?lang=it
Amundi Msci Emu Small Cap Esg Broad Transition Ucits Etf Dist,,,,,,"426,05",,/borsa/etf/scheda/LU1598689153-ETFP.html?lang=it
Amundi Msci Emu Small Cap Esg Broad Transition Ucits Etf Dist,"424,11","-0,48",10:12:42,"424,11","425,95","426,17",,/borsa/etf/scheda/LU1598689153-XPAR.html?lang=it
Amundi Msci Emu Sri Climate Paris Aligned - Ucits Etf Dr (C),,,,"94,337","94,337","94,11",,/borsa/etf/scheda/LU2109787635-XAMC.html?lang=it
Amundi Msci Emu Sri Climate Paris Aligned - Ucits Etf Dr (C),"102,88","+0,16",09:33:14,"102,72","102,88","102,72",,/borsa/etf/scheda/LU2109787635-XPAR.html?lang=it
